Time,Sub:1:Ln:1,Sub:1:Ln:1.1,Sub:1:Ln:1.2,Sub:1:Ln:1.3,Sub:1:Ln:1-11,Sub:1:Ln:1-11.1,Sub:1:Ln:1-11.2,Sub:1:Ln:1-11.3,Sub:1:Ln:1-11.4
205.732,202.4536,100.2188,101.6703,92.7115,59.761,0.0033,-53.0892,0.1967,-114.7997
205.7661,202.4839,100.4342,97.3343,91.9609,59.761,0.0045,144.9079,0.2431,-112.3582
205.799,202.5098,100.6519,93.053,91.127,59.761,0.0032,28.1961,0.1803,112.804
205.832,202.5285,100.8675,88.8992,90.3901,59.803,0.0023,-37.5451,0.0828,-51.7021
205.8661,202.56,101.0918,84.3215,89.2898,59.882,0.001,45.5141,0.1738,-77.9955
205.899,202.5683,101.3192,80.4247,88.2394,59.934,0.0012,-51.6876,0.0645,-143.5109
205.932,202.5973,101.5559,76.21,87.3472,59.958,0.0014,30.1979,0.0834,171.3002
205.9661,202.613,101.7914,72.9927,86.3524,59.975,0.0004,90.0543,0.1863,149.1366
205.9991,202.6389,102.0311,69.1899,85.0575,59.985,0.0021,-93.3199,0.1713,-80.181
206.032,202.6603,102.2797,65.3651,83.7922,59.991,0.0031,-77.3116,0.1196,-131.1347
206.0661,202.6618,102.5219,62.1858,82.171,59.995,0.0034,-129.3806,0.1712,119.3789
206.0991,202.674,102.7586,59.2075,80.4799,59.997,0.0051,49.8127,0.2222,-138.175
206.132,202.6879,102.9962,56.5893,79.0818,59.998,0.0017,-73.8233,0.2778,-165.6412
206.1661,202.6922,103.2334,53.9905,78.1998,59.999,0.0006,-68.4919,0.1644,-51.8769
206.1991,202.6846,103.4642,52.1463,76.7194,59.999,0.0012,-142.2331,0.1601,-162.4922
206.232,202.6886,103.6776,50.8455,75.9838,60.0,0.0057,-124.174,0.113,83.228
206.2661,202.6857,103.8888,49.9517,75.113,60.0,0.0019,-112.862,0.194,-122.3116
206.2991,202.68,104.0984,49.1007,74.4397,60.0,0.0007,-40.069,0.1955,127.1957
206.3321,202.6788,104.3051,47.6934,73.6786,60.0,0.0034,-158.2747,0.134,85.8539
206.366,202.648,104.493,47.5625,73.3675,60.0,0.0045,178.0774,0.2738,111.986
206.3991,202.6625,104.6865,46.4939,73.3758,60.0,0.0005,-134.6029,0.0752,-172.1282
206.4321,202.6451,104.8815,46.1213,73.0336,60.0,0.0013,20.4546,0.2262,18.9159
206.466,202.6379,105.059,46.2808,72.8917,60.0,0.0025,146.1303,0.135,-89.1266
206.499,202.6389,105.2422,44.9326,72.9795,60.0,0.0053,-156.5034,0.076,21.6742
206.5321,202.6252,105.4156,44.7437,72.6013,60.0,0.0038,-90.9963,0.1832,-22.1186
206.566,202.6137,105.5818,45.3661,73.4363,60.0,0.0034,77.7385,0.0986,151.4676
206.599,202.6007,105.7445,44.7558,73.6876,60.0,0.0024,119.2749,0.1069,165.4439
206.632,202.5742,105.8884,44.9449,73.5467,60.0,0.001,152.0812,0.281,-150.9488
206.666,202.5582,106.0243,45.076,73.9883,60.0,0.002,138.7669,0.3002,4.2018
206.699,202.5355,106.1634,45.3316,74.7447,60.0,0.0013,-40.6581,0.3034,82.1136
206.732,202.4963,106.2704,46.089,75.8639,60.0,0.002,15.4202,0.1973,-131.1474
206.766,202.4808,106.3651,46.4042,77.3647,60.0,0.0043,-164.9012,0.1061,-74.4961
206.799,202.4497,106.4594,47.1778,77.7402,60.0,0.0037,158.6689,0.0661,162.582
206.832,202.4112,106.5294,48.2667,78.8787,60.0,0.0006,56.8266,0.0683,-71.304
206.866,202.4138,106.6063,48.465,79.5449,60.0,0.0019,-52.2024,0.0561,173.9654
206.899,202.385,106.6667,49.0749,80.7694,60.0,0.0021,165.5108,0.1635,156.5891
206.932,202.3677,106.7011,50.5085,81.3088,60.0,0.002,33.8551,0.208,115.2726
206.966,202.3651,106.7403,50.8141,81.9733,60.0,0.0018,-165.1217,0.1075,-139.6735
206.999,202.3506,106.7645,51.3069,82.8338,60.0,0.0038,-15.3765,0.0438,125.1251
207.032,202.3313,106.767,52.2721,83.2145,60.0,0.0005,-140.0551,0.1967,-92.3241
207.066,202.3341,106.7716,52.4605,83.9749,60.0,0.0039,-27.4747,0.0889,30.0735
207.099,202.3069,106.7584,53.1161,84.5998,60.0,0.0051,98.5729,0.3338,83.9446
207.132,202.3018,106.7333,54.1179,85.2181,60.0,0.0022,26.41,0.1285,-4.5527
207.166,202.2806,106.7023,54.4623,85.1866,60.0,0.0007,160.105,0.0953,17.1258
207.199,202.2571,106.6421,55.5579,86.1727,60.0,0.0008,-43.5707,0.027,83.1397
207.232,202.263,106.5923,55.9553,86.6945,60.0,0.0063,11.5828,0.2385,98.8508
207.266,202.2458,106.5323,56.3946,86.9007,60.0,0.0033,-3.0001,0.12,163.3695
207.299,202.2287,106.4492,57.6325,87.251,60.0,0.0024,-95.819,0.1641,77.909
207.332,202.2361,106.379,58.0317,87.6453,60.0,0.0005,125.23,0.2032,135.986
207.366,202.2201,106.2958,58.6057,88.2087,60.0,0.0026,56.6542,0.248,-175.997
207.399,202.2184,106.1996,58.655,88.3927,60.0,0.0012,-10.1879,0.1435,137.9308
207.432,202.2191,106.1065,58.9331,88.455,60.0,0.003,-135.0617,0.066,-44.848
207.466,202.2189,106.0088,60.0937,88.5384,60.0,0.0005,-97.7026,0.3294,-161.4882
207.499,202.2276,105.9128,59.8906,88.6381,60.0,0.0043,49.8504,0.206,144.552
207.532,202.2298,105.8078,60.44,88.8356,60.0,0.0006,26.8551,0.0878,157.5993
207.566,202.225,105.6888,60.9839,88.8173,60.0,0.0023,88.0542,0.0233,129.9139
207.599,202.2452,105.5922,60.2714,88.7273,60.0,0.0047,-119.6308,0.0349,115.1148
207.632,202.2425,105.4881,60.8806,88.9048,60.0,0.0008,148.846,0.1574,-170.1862
207.666,202.2393,105.371,60.8251,88.8227,60.0,0.0019,177.1823,0.108,-161.8053
207.699,202.2418,105.2555,61.2004,88.7294,60.0,0.0041,-65.3379,0.1294,88.5635
207.732,202.2482,105.1416,61.3146,88.699,60.0,0.0016,-96.7529,0.1115,-178.8598
207.766,202.2577,105.0371,61.3887,88.8789,60.0,0.0039,-119.0625,0.2113,-99.0788
207.799,202.2546,104.924,61.6537,88.5373,60.0,0.0016,3.0054,0.3441,157.6604
207.832,202.2615,104.8213,61.4867,88.3448,60.0,0.0034,-74.5652,0.1758,-82.1982
207.866,202.2805,104.7304,61.3719,88.2127,60.0,0.0017,-125.9709,0.1764,19.2351
207.899,202.2852,104.6403,61.1062,87.7178,60.0,0.004,-73.0401,0.1283,103.8496
207.932,202.2983,104.551,60.7864,87.6854,60.0,0.0004,-129.9747,0.0958,41.5089
207.966,202.2974,104.4661,60.7954,87.4707,60.0,0.0034,71.9867,0.1529,-103.4636
207.999,202.335,104.4066,60.1039,87.0887,60.0,0.0014,80.8762,0.001,-46.775
208.032,202.3476,104.3511,59.6909,87.0209,60.0,0.0005,-163.2328,0.2836,4.5188
208.066,202.3468,104.2856,59.4655,86.333,60.0,0.0035,-126.4061,0.2934,93.0537
208.099,202.3634,104.2312,58.8267,86.101,60.0,0.0001,132.6601,0.2046,81.5305
208.132,202.371,104.1874,58.1703,85.7424,60.0,0.0031,28.834,0.2856,-175.8032
208.166,202.3749,104.1398,58.3206,85.4933,60.0,0.0035,126.9269,0.286,-92.0693
208.199,202.389,104.0968,58.4727,85.6028,60.0,0.0034,-98.16,0.0786,-1.4646
208.232,202.3907,104.0541,58.7014,85.3852,60.0,0.0033,-10.9236,0.2033,-88.8825
208.266,202.4036,104.0247,58.3496,85.3548,60.0,0.0029,59.2183,0.1989,-138.7164
208.299,202.4075,104.0023,58.243,85.0054,60.0,0.0022,88.1311,0.0802,87.6542
208.332,202.4148,103.9814,58.3175,85.2085,60.0,0.0023,-66.0617,0.2894,75.5013
208.366,202.4269,103.9618,59.0413,85.3952,60.0,0.0037,116.1087,0.0803,-47.4856
208.399,202.4514,103.9609,58.8054,85.2362,60.0,0.0014,120.9958,0.0589,-171.4429
208.432,202.4507,103.9644,58.7477,85.1638,60.0,0.0008,-24.8018,0.0935,50.0796
208.466,202.4506,103.9627,58.4898,85.1673,60.0,0.0005,164.6016,0.108,171.1514
208.499,202.4653,103.9793,57.8685,84.5638,60.0,0.0054,177.3833,0.0289,90.0469
208.532,202.4683,103.9974,57.8178,84.6388,60.0,0.0047,143.7444,0.0455,162.2195
208.566,202.4719,104.0151,57.4513,84.5089,60.0,0.004,-12.0988,0.2702,-174.8948
208.599,202.4881,104.0438,56.627,83.8495,60.0,0.002,19.0345,0.0892,158.045
208.632,202.4793,104.0688,56.9314,84.0248,60.0,0.0012,82.1295,0.156,174.1362
208.666,202.4943,104.1024,56.4761,83.8282,60.0,0.0029,175.6678,0.0465,-4.8304
208.699,202.4971,104.1361,56.3935,83.3763,60.0,0.0025,50.2297,0.0542,-177.0997
208.732,202.4882,104.1537,56.3808,83.7985,60.0,0.0049,100.898,0.2554,-154.3104
208.766,202.499,104.1956,55.6301,83.0827,60.0,0.0018,165.6812,0.146,58.5602
208.799,202.4891,104.2331,55.1701,82.9282,60.0,0.0035,171.5835,0.0193,77.7222
208.832,202.5023,104.2778,54.7945,82.453,60.0,0.0015,-104.1012,0.1662,143.6859
208.866,202.517,104.3347,53.8144,82.2826,60.0,0.0033,40.0815,0.1213,-9.1054
208.899,202.5023,104.3729,54.096,81.8145,60.0,0.0015,105.3508,0.1343,-137.1683
208.932,202.5335,104.4357,52.4933,81.6282,60.0,0.0026,67.9244,0.1177,176.5065
208.966,202.5428,104.5027,51.3679,80.755,60.0,0.0021,16.611,0.2348,-170.3744
208.999,202.5472,104.556,50.3954,80.227,60.0,0.0106,-42.0907,0.0765,53.94
209.032,202.5598,104.611,49.7493,79.7189,60.0,82.7982,-44.551,317.3406,59.7095
209.066,202.5595,104.667,49.3141,79.1,60.0,192.4749,-45.0565,767.8386,54.7274
209.099,202.5713,104.7295,47.9281,78.7114,60.0,168.0795,-45.0538,668.9892,55.3141
209.132,202.5527,104.7735,48.0188,77.9383,60.0,174.9391,-45.0461,696.9871,55.4709
209.166,202.5528,104.8189,47.1537,77.7959,60.0,173.233,-45.0514,691.3143,55.5044
209.199,202.5484,104.8675,46.8345,77.05,60.0,173.5557,-45.0476,692.2399,55.5862
209.232,202.5354,104.8995,46.2677,76.7818,60.0,173.5342,-45.0492,691.9997,55.6057
209.266,202.55,104.9379,46.1999,76.3259,60.0,173.5132,-45.0476,691.3156,55.6037
209.299,202.5538,104.9818,45.3867,76.3695,60.0,173.5294,-45.0495,691.4372,55.6274
209.332,202.5501,105.0168,45.0083,75.7147,60.0,173.5233,-45.0476,691.4713,55.6215
209.366,202.5653,105.0529,44.2364,75.019,60.0,173.5255,-45.0482,691.1738,55.6433
209.399,202.5656,105.0888,43.77,74.9573,60.0,173.5294,-45.0476,691.3312,55.6472
209.432,202.5538,105.1108,43.4181,73.6773,60.0,173.5251,-45.0483,690.9834,55.6491
209.466,202.5695,105.1408,42.5653,73.4382,60.0,173.5272,-45.0485,690.9663,55.6606
209.499,202.5663,105.164,42.4282,72.4227,60.0,173.5248,-45.0483,691.0021,55.6827
209.532,202.5783,105.1872,41.3926,72.5642,60.0,173.5273,-45.0503,691.522,55.8548
209.566,202.5668,105.2076,41.1227,71.9444,60.0,173.5274,-45.0476,691.7813,56.1202
209.599,202.5473,105.2072,41.4571,71.9546,60.0,173.531,-45.0505,691.67,56.0803
209.632,202.558,105.2138,40.9316,71.325,60.0,173.5294,-45.0498,691.8276,56.1097
209.666,202.559,105.2235,41.0426,71.2555,60.0,173.5269,-45.0494,691.7363,56.1029
209.699,202.5426,105.2211,41.1443,71.2351,60.0,173.5244,-45.0505,691.8568,56.089
209.732,202.5302,105.2042,41.7108,71.3659,60.0,173.5251,-45.0507,691.8188,56.0893
209.766,202.5429,105.2023,41.1104,71.651,60.0,173.5231,-45.0507,691.8982,56.0797
209.799,202.5254,105.194,41.0239,71.6133,60.0,173.5262,-45.0499,691.8625,56.0918
209.866,202.5234,105.1634,41.4345,71.8552,60.0,173.5295,-45.0494,691.8367,56.0864
209.899,202.5169,105.1511,41.3572,71.9435,60.0,173.5291,-45.0507,691.7212,56.081
209.932,202.5157,105.1379,41.8385,72.1653,60.0,173.5283,-45.0502,691.7432,56.0964
209.966,202.5073,105.1214,42.0724,72.5017,60.001,173.5305,-45.0501,691.667,56.11
209.999,202.5147,105.1065,41.8866,72.6399,60.001,173.5344,-45.0495,691.9625,56.0903
210.032,202.5141,105.0902,41.8627,72.9664,60.0,173.5259,-45.0507,691.8074,55.5616
210.066,202.491,105.0613,42.4095,73.4873,59.999,173.5308,-45.0503,692.5667,54.94
210.099,202.482,105.033,43.156,73.7142,59.999,173.5273,-45.0493,692.4817,55.1108
210.132,202.4912,105.0085,43.0235,73.8469,59.999,173.5285,-45.0509,692.4395,55.0626
210.166,202.4821,104.9836,43.1613,74.3763,59.998,173.5287,-45.0502,692.3687,55.0665
210.199,202.4719,104.9528,44.169,74.7502,59.998,173.5274,-45.0507,692.46,55.0701
210.232,202.4692,104.9193,44.3401,75.3995,59.999,173.5313,-45.0508,692.4445,55.0837
210.266,202.4699,104.8841,44.7605,75.8427,59.999,173.5308,-45.05,692.4534,54.9965
210.299,202.4752,104.8514,45.0504,76.0264,59.999,173.5297,-45.0489,693.0744,54.0801
210.332,202.4852,104.8301,45.384,76.2939,59.999,173.5262,-45.0494,693.2352,54.0364
210.366,202.487,104.804,45.6411,76.1099,59.999,173.5253,-45.0494,693.0665,54.0649
210.399,202.4897,104.7764,45.9859,76.4917,59.999,173.5263,-45.0493,693.1171,54.0534
210.432,202.5111,104.761,46.0636,76.8301,59.998,173.5253,-45.0497,693.3818,54.0538
210.466,202.4876,104.731,46.28,77.0519,59.998,173.5279,-45.0508,693.2212,54.0491
210.499,202.4913,104.6967,46.9575,77.2567,59.998,173.5266,-45.0498,693.3447,54.0607
210.532,202.5104,104.6873,46.4825,77.5349,59.595,173.5404,-45.0525,693.0649,53.5261
210.566,202.4922,104.6586,46.9604,77.7072,59.288,173.5467,-45.0512,694.0878,52.9529
210.599,202.5055,104.6412,47.3429,77.7065,59.089,173.5533,-45.0526,693.9701,53.0847
210.632,202.4775,104.6114,47.7527,78.0486,58.97,173.5513,-45.0541,693.9379,53.0187
210.666,202.4763,104.5802,48.1275,78.0423,58.9,173.5601,-45.0571,694.0456,53.0317
210.699,202.4996,104.576,47.7233,78.175,58.858,173.5617,-45.0596,693.9419,53.0414
210.732,202.4728,104.5569,48.3214,78.4771,58.833,173.5646,-45.0603,693.8163,53.0458
210.766,202.4794,104.5389,48.0758,78.443,58.82,173.563,-45.0629,693.9227,52.9502
210.799,202.4854,104.5305,48.0848,78.4524,58.81,173.5697,-45.0622,694.278,52.0497
210.832,202.4898,104.5197,48.118,78.3789,58.805,173.5655,-45.0633,694.7382,52.0235
210.866,202.4975,104.5165,47.4487,77.7245,58.801,173.5651,-45.0642,694.6955,52.038
210.899,202.5068,104.5255,46.8523,77.2565,58.799,173.5646,-45.0628,694.585,52.0321
210.932,202.5144,104.5337,46.4831,76.3997,58.798,173.5706,-45.0629,694.5981,52.0342
210.966,202.5274,104.5477,45.3502,76.1759,58.798,173.5666,-45.062,694.6088,52.0276
210.999,202.5255,104.5656,44.8812,75.5446,58.797,173.5673,-45.0628,694.6234,52.0461
211.032,202.5285,104.5742,44.8174,75.017,58.797,173.568,-45.0626,694.549,51.5177
211.066,202.5543,104.6054,43.5341,74.1271,58.797,173.5671,-45.0619,695.4924,50.9105
211.099,202.5477,104.6271,43.6487,73.7622,58.797,173.5669,-45.062,695.5226,51.0789
211.132,202.5462,104.6411,43.2163,73.3998,58.797,173.567,-45.0628,695.2689,51.0313
211.166,202.557,104.6714,42.426,72.679,58.796,173.5629,-45.0631,695.1865,51.0177
211.199,202.5446,104.6875,42.1562,72.2455,58.796,173.5629,-45.062,695.4717,51.024
211.232,202.5473,104.7077,42.3152,71.9827,58.796,173.5668,-45.0634,695.3872,51.0277
211.266,202.5537,104.7348,41.7744,71.5506,58.796,173.5667,-45.0624,695.2571,50.9439
211.299,202.557,104.7621,41.7948,71.4283,58.796,173.5664,-45.0615,695.7927,50.0283
211.332,202.5596,104.7923,41.6546,70.7976,58.796,173.5672,-45.0627,696.299,50.0066
211.366,202.5667,104.8323,40.7438,69.7737,58.796,173.5694,-45.0621,695.9393,50.0388
211.399,202.5657,104.8679,40.358,69.4586,58.796,173.5692,-45.0607,696.1739,50.0411
211.432,202.5773,104.9067,40.1003,69.6405,58.796,173.5698,-45.0624,696.2402,50.0297
211.466,202.5932,104.9578,39.6972,68.9438,58.796,173.5687,-45.0632,695.9925,50.0354
211.499,202.5973,105.0036,39.7061,68.1485,58.796,173.5648,-45.0618,696.2112,50.015
211.532,202.6019,105.0632,39.1339,68.0498,58.796,173.5676,-45.0621,696.2489,49.481
211.566,202.6035,105.1194,38.8203,67.6512,58.796,173.5685,-45.0627,697.2563,48.9237
211.599,202.6063,105.1744,38.4456,66.9674,58.796,173.5673,-45.0632,696.9529,49.048
211.632,202.6155,105.2342,38.2182,66.3861,58.796,173.5653,-45.061,696.9055,49.0178
211.666,202.6151,105.2949,38.1833,66.449,58.796,173.5662,-45.0619,696.8149,49.0155
211.699,202.6149,105.3592,37.8691,66.3765,58.796,173.566,-45.0617,696.6029,49.0058
211.732,202.6043,105.4207,37.7497,65.6845,58.796,173.5695,-45.0622,696.7684,49.024
211.766,202.6161,105.4915,37.3467,65.5559,58.796,173.5706,-45.0629,696.8666,48.9359
211.799,202.6094,105.5587,37.4332,65.7,58.796,173.5673,-45.0617,697.1202,48.0184
211.832,202.6063,105.6216,37.7006,64.9708,58.796,173.5671,-45.0615,697.7498,47.9759
211.866,202.6022,105.6924,37.2672,65.2827,58.796,173.5642,-45.0613,697.5327,48.0141
211.899,202.5907,105.7503,37.1631,65.0973,58.796,173.5688,-45.0615,697.4549,48.0036
211.932,202.5963,105.8184,36.8926,65.2481,58.796,173.5688,-45.0612,697.6219,48.0058
211.966,202.5887,105.8855,37.0032,65.776,58.796,173.5659,-45.0606,697.4083,48.0021
211.999,202.603,105.9546,36.5392,64.7648,58.796,173.5651,-45.0619,697.4201,48.0099
212.032,202.6038,106.025,36.4165,64.5918,58.796,173.5723,-45.0609,697.3903,47.5079
212.066,202.6007,106.0913,36.3295,64.1392,58.796,173.57,-45.0614,698.377,46.8886
212.099,202.5944,106.1525,36.4052,64.2594,58.796,173.5684,-45.0623,698.0114,47.04
212.132,202.5921,106.2129,36.371,64.6796,58.796,173.5706,-45.0608,698.2035,46.9997
212.166,202.5975,106.275,35.9181,64.5495,58.796,173.5728,-45.0615,698.3095,47.0045
212.199,202.5827,106.3247,36.5727,64.7535,58.796,173.5687,-45.0625,698.1055,47.0027
212.232,202.5843,106.3761,36.2541,65.1021,58.796,173.5661,-45.0614,698.2657,47.0121
212.266,202.581,106.4371,36.0664,64.3512,58.796,173.5644,-45.0606,697.9075,46.9162
212.299,202.5608,106.4743,36.3812,64.6696,58.796,173.5677,-45.0603,698.5112,46.0208
212.332,202.5748,106.5251,36.0965,64.485,58.796,173.5686,-45.0601,698.8275,46.0033
212.366,202.5593,106.5698,36.0136,64.5334,58.796,173.5685,-45.0602,698.9418,46.0368
212.399,202.5629,106.6122,35.6214,64.7824,58.796,173.5696,-45.0603,699.0217,46.0169
212.432,202.5704,106.6652,35.69,63.6593,58.796,173.569,-45.0598,698.7222,46.0074
212.466,202.5483,106.7001,35.6999,63.5987,58.796,173.5686,-45.0618,698.9119,45.9992
212.499,202.5587,106.7453,35.0101,63.2399,58.796,173.5689,-45.0611,698.7911,45.9968
212.532,202.5667,106.7884,34.6879,62.4188,58.796,173.5699,-45.0604,698.9371,45.5002
212.566,202.5516,106.8104,34.7449,62.3988,58.796,173.5661,-45.062,699.6293,44.9152
212.599,202.5642,106.8454,34.3559,61.9096,58.796,173.5746,-45.0609,699.7812,45.0351
212.632,202.5557,106.8748,34.355,61.6184,58.796,173.5705,-45.0618,699.7181,45.0043
212.666,202.5443,106.8853,34.1665,61.9584,58.796,173.5652,-45.0605,699.4153,45.0062
212.699,202.5526,106.906,33.7249,60.9242,58.796,173.5673,-45.0598,699.4506,45.0217
212.732,202.5247,106.9108,33.7135,60.5609,58.796,173.5677,-45.0602,699.4097,45.0106
212.766,202.5192,106.9143,33.6696,60.6288,58.796,173.5675,-45.0607,699.6627,44.9392
212.799,202.5253,106.93,33.4263,59.7894,58.796,173.5695,-45.0615,700.1772,44.0234
212.832,202.5006,106.9199,33.7404,60.5616,58.796,173.5684,-45.0614,700.3629,43.9807
212.866,202.518,106.9216,33.2144,60.4497,58.796,173.5693,-45.0608,700.3395,44.0217
212.899,202.5138,106.9264,33.0042,59.2263,58.796,173.5696,-45.0585,700.2919,43.9968
212.932,202.503,106.9102,33.0096,59.0545,58.796,173.5676,-45.0608,700.4691,44.0172
212.966,202.5229,106.914,32.4381,57.8105,58.796,173.5648,-45.0604,700.4485,44.0202
212.999,202.5122,106.909,32.5268,57.1452,58.796,173.5663,-45.0605,700.3226,44.0163
213.032,202.5027,106.893,32.3092,57.1802,58.796,173.567,-45.0601,700.4164,43.4815
213.066,202.51,106.8859,32.0063,56.405,58.796,173.5691,-45.0591,701.0511,42.8998
213.099,202.5057,106.8664,31.9742,55.9179,58.796,173.5671,-45.0604,700.8804,43.0651
213.132,202.4994,106.8462,31.8111,55.4841,58.796,173.5676,-45.0606,701.0811,42.9835
213.166,202.5068,106.8284,31.5844,55.1026,58.796,173.5685,-45.06,700.7529,43.0171
213.199,202.4946,106.8036,32.0091,55.4039,58.796,173.5715,-45.0614,701.0599,43.0182
213.232,202.5073,106.7843,31.1444,54.7549,58.796,173.5718,-45.0609,701.0083,43.0143
213.266,202.4993,106.7611,31.7228,54.5015,58.796,173.5705,-45.0595,700.9847,42.9453
213.299,202.4906,106.7291,31.8055,55.3258,58.796,173.5699,-45.0594,701.2128,42.0196
213.332,202.5116,106.7106,31.5564,54.3015,58.796,173.5682,-45.0587,701.6652,41.9947
213.366,202.5065,106.6946,31.3872,53.8461,58.796,173.5685,-45.0581,701.5285,42.0151
213.399,202.4904,106.6594,31.826,54.4267,58.796,173.5673,-45.06,701.6425,42.0056
213.432,202.492,106.6315,31.4897,54.4444,58.796,173.5695,-45.0608,701.5878,42.0116
213.466,202.5079,106.6177,31.6734,53.8097,58.796,173.567,-45.0597,701.7139,42.0209
213.499,202.5108,106.5981,31.9912,54.1015,58.796,173.5642,-45.0604,701.7774,42.0137
213.532,202.4997,106.5717,31.9651,54.9979,58.796,173.5693,-45.058,701.7874,41.5049
213.566,202.5163,106.5529,31.783,54.9207,58.796,173.5698,-45.0588,702.4116,40.9123
213.599,202.5098,106.5312,32.1762,55.3372,58.796,173.572,-45.0602,702.3721,41.0477
213.632,202.5148,106.516,32.0991,55.348,58.796,173.5707,-45.0589,702.1149,40.9955
213.666,202.4953,106.4937,32.1469,55.5471,58.796,173.5655,-45.0582,702.1688,41.0263
213.699,202.5017,106.4771,32.3414,55.7153,58.796,173.5731,-45.0589,702.1579,41.0073
213.732,202.513,106.4721,32.5026,56.1481,58.796,173.5706,-45.0608,702.2621,41.0089
213.766,202.4977,106.4539,32.7998,56.89,58.796,173.5698,-45.0593,702.4835,40.9439
213.799,202.5009,106.4391,32.813,57.1715,58.796,173.57,-45.0578,702.6306,40.0231
213.832,202.5094,106.4305,32.8641,57.5285,58.796,173.5711,-45.059,703.1113,40.0133
213.866,202.5083,106.423,32.8325,57.704,58.796,173.5722,-45.0588,703.0715,40.0333
213.899,202.5074,106.4135,33.2262,57.948,58.796,173.5706,-45.057,703.0457,40.0198
213.932,202.5256,106.4146,33.2761,58.3548,58.796,173.5705,-45.0575,703.1661,40.0293
213.966,202.524,106.4119,33.1105,58.1703,58.796,173.5688,-45.0596,702.9319,40.0382
213.999,202.5321,106.4098,33.2784,58.5958,58.796,173.5707,-45.0584,703.1406,40.0433
214.032,202.5546,106.4224,33.1414,57.5107,58.796,173.5668,-45.0572,703.0352,39.5089
214.066,202.5416,106.4202,33.2506,58.6041,58.796,173.5705,-45.0582,704.0441,38.9285
214.099,202.5562,106.422,33.1946,58.2776,58.796,173.57,-45.059,703.805,39.0691
214.132,202.5644,106.4269,33.3078,58.0162,58.796,173.5668,-45.059,703.6401,39.025
214.166,202.5655,106.4324,33.4819,58.9677,58.796,173.5702,-45.0586,703.8674,39.0267
214.199,202.5549,106.4383,33.7238,58.9866,58.796,173.5696,-45.0564,703.5875,39.0466
214.232,202.5456,106.425,34.2248,61.1293,58.796,173.5697,-45.0577,703.6297,39.046
214.266,202.5638,106.4303,34.5811,62.0837,58.796,173.5672,-45.0578,703.7366,38.9498
214.299,202.5528,106.4201,34.9976,63.854,58.796,173.5695,-45.057,704.2471,38.0418
214.332,202.5521,106.3966,36.0899,65.4096,58.796,173.5696,-45.0571,704.713,38.0152
214.366,202.561,106.3699,36.7467,67.3444,58.796,173.5688,-45.058,704.2821,38.0517
214.399,202.5615,106.3365,38.1788,69.6261,58.796,173.5711,-45.059,704.7078,38.0504
214.432,202.565,106.2946,39.9241,72.0129,58.796,173.5724,-45.0574,704.3116,38.0453
214.466,202.5633,106.2423,41.5679,75.0869,58.796,173.5686,-45.0572,704.4246,38.039
214.499,202.5509,106.1718,43.886,77.6419,58.796,173.5696,-45.0558,704.4384,38.0271
214.532,202.547,106.0916,45.6861,79.8939,58.796,173.5743,-45.0572,704.2592,37.513
214.566,202.5398,106.0105,48.5837,82.418,58.796,173.572,-45.0575,705.222,36.9483
214.599,202.5133,105.8982,52.109,84.6514,58.796,173.5703,-45.0562,705.1582,37.0737
214.632,202.5104,105.7922,54.9877,86.4671,58.796,173.5706,-45.0559,705.3085,37.047
214.666,202.4665,105.6593,58.951,88.8744,58.796,173.5714,-45.0573,704.9665,37.0557
214.699,202.4397,105.5133,62.4238,90.509,58.796,173.5743,-45.0569,705.1078,37.0629
214.732,202.422,105.3668,66.5398,91.9883,58.796,173.5729,-45.0574,705.0607,37.0477
214.766,202.3829,105.1991,70.6711,93.3633,58.796,173.5726,-45.0558,704.945,36.9618
214.799,202.3728,105.0414,74.3135,94.1028,58.796,173.5675,-45.0572,705.4959,36.0716
214.832,202.36,104.8851,78.0581,95.3135,58.796,173.5733,-45.0558,705.7894,36.03
214.866,202.3383,104.7164,81.6887,96.0935,58.796,173.5688,-45.0572,705.6736,36.0668
214.899,202.2866,104.5263,85.4595,96.793,58.796,173.5705,-45.0558,705.8099,36.0515
214.932,202.2949,104.3488,88.9087,97.3067,58.796,173.57,-45.0557,705.8184,36.06
214.966,202.2783,104.1821,91.9585,97.6787,58.796,173.5681,-45.0571,705.7043,36.0547
214.999,202.2613,104.0008,94.9781,98.4061,58.796,173.5713,-45.0581,705.7854,36.0582
215.032,202.256,103.8261,97.7455,98.6106,58.796,173.5728,-45.0561,705.917,35.5369
215.066,202.2291,103.6346,100.3852,98.7356,58.796,173.5676,-45.0568,706.6171,34.9704
215.099,202.2222,103.4608,102.6417,98.9099,58.796,173.5678,-45.0569,706.4977,35.1213
215.132,202.1763,103.2713,105.3243,98.9326,58.796,173.572,-45.0558,706.5671,35.0658
215.166,202.1609,103.0758,107.6248,99.0791,58.796,173.569,-45.055,706.6357,35.0724
215.199,202.1527,102.894,108.921,98.8777,58.796,173.5742,-45.0557,706.5449,35.0682
215.232,202.1199,102.6934,111.7376,98.8485,58.796,173.5731,-45.0554,706.5153,35.0706
215.266,202.0885,102.4908,113.8591,98.9522,58.796,173.5721,-45.0549,706.4678,34.9706
215.299,202.0938,102.2997,115.6121,98.8123,58.796,173.5714,-45.0538,707.0601,34.0699
